Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Target
heartland,i loved her first,2006,10,0.423,0.391,4.0,-6.517,1.0,0.0262,0.295,0.0,0.175,0.166,137.031,1
mario vazquez,gallery,2006,01,0.593,0.651,9.0,-6.904,0.0,0.135,0.0169,0.0,0.141,0.323,86.535,1
christina aguilera,hurt,2006,08,0.327,0.295,4.0,-6.907,0.0,0.0313,0.775,0.0,0.107,0.143,148.574,1
the all-american rejects,it ends tonight,2005,01,0.335,0.676,0.0,-4.68,1.0,0.0301,0.00275,0.0,0.141,0.341,175.845,1
rascal flatts,my wish,2006,01,0.549,0.801,4.0,-4.734,1.0,0.0312,0.0349,6.8e-06,0.102,0.471,135.724,1
sugarland,want to,2008,01,0.705,0.71,9.0,-4.894,1.0,0.0675,0.245,1.69e-05,0.154,0.735,97.031,1
dierks bentley,every mile a memory,2006,01,0.452,0.703,2.0,-4.903,1.0,0.0356,0.0803,0.00131,0.162,0.392,177.915,1
blue october,hate me,2006,01,0.384,0.685,4.0,-5.724,0.0,0.0356,0.513,0.0,0.098,0.202,92.166,1
kenny chesney,you save me,2005,11,0.509,0.547,0.0,-6.132,1.0,0.0299,0.33,9.45e-05,0.358,0.282,125.889,1
lyfe jennings,s.e.x.,2006,08,0.501,0.468,8.0,-8.494,0.0,0.0507,0.31,2.04e-06,0.0923,0.712,105.769,1
christina aguilera,aint no other man,2006,08,0.862,0.742,7.0,-4.722,1.0,0.222,0.00376,0.00855,0.103,0.511,127.91,1
my chemical romance,welcome to the black parade,2006,10,0.217,0.905,2.0,-4.103,1.0,0.0752,0.000289,0.00011,0.222,0.236,96.95,1
keith urban,once in a lifetime,2006,01,0.616,0.837,0.0,-5.266,1.0,0.0472,0.0592,0.00994,0.482,0.62,132.012,1
taylor swift,tim mcgraw,2006,10,0.546,0.506,0.0,-6.334,1.0,0.0269,0.567,0.0,0.122,0.39,152.175,1
rick ross,push it,2006,01,0.665,0.779,7.0,-7.085,1.0,0.258,0.246,0.0,0.364,0.75,150.952,1
mary j. blige,take me as i am,2005,01,0.599,0.565,11.0,-4.663,0.0,0.0334,0.0663,0.0,0.207,0.576,82.251,1
kt tunstall,suddenly i see,2005,01,0.587,0.767,0.0,-5.713,1.0,0.0449,0.225,0.0,0.112,0.664,100.38,1
red hot chili peppers,tell me baby,2006,05,0.695,0.993,0.0,-3.102,1.0,0.0614,0.00194,0.00217,0.0877,0.28,107.933,1
five for fighting,the riddle,2006,06,0.59,0.562,10.0,-5.8,1.0,0.029,0.327,0.0,0.135,0.271,119.429,1
jesse mccartney,right where you want me,2006,01,0.706,0.548,4.0,-4.818,0.0,0.0294,0.00284,7.38e-05,0.0474,0.706,98.995,1
lionel richie,i call it love,2006,01,0.681,0.753,8.0,-4.082,1.0,0.107,0.459,0.0,0.114,0.578,91.993,1
corinne bailey rae,put your records on,2006,01,0.739,0.511,9.0,-7.844,1.0,0.0362,0.167,1.34e-06,0.133,0.542,96.038,1
brad paisley,shes everything,2005,08,0.355,0.478,0.0,-8.323,1.0,0.0335,0.569,2.9e-06,0.194,0.269,102.971,1
tenacious d,the pick of destiny,2006,11,0.623,0.938,0.0,-4.161,1.0,0.123,0.00296,0.000852,0.48,0.308,112.022,1
ok go,here it goes again,2005,01,0.537,0.882,0.0,-2.306,1.0,0.0403,0.000342,9.06e-05,0.12,0.81,145.729,1
cherish,unappreciated,2006,01,0.735,0.521,7.0,-6.696,0.0,0.0876,0.0888,0.0,0.065,0.374,77.01,1
thirty seconds to mars,the kill (bury me),2007,01,0.32,0.927,4.0,-3.86,0.0,0.0695,0.00208,0.000862,0.22,0.316,183.007,1
rob thomas,streetcorner symphony,2005,04,0.633,0.886,1.0,-3.892,1.0,0.0456,0.109,0.0,0.0438,0.753,81.811,1
david cook,come back to me,2008,11,0.476,0.895,4.0,-4.857,1.0,0.0299,0.0101,1.02e-06,0.127,0.632,108.087,1
steve holy,brand new girlfriend,2006,08,0.669,0.861,2.0,-3.547,1.0,0.0929,0.0273,0.0,0.0586,0.72,133.82,1
alan jackson,like red on a rose,2006,09,0.598,0.315,11.0,-9.83,1.0,0.0282,0.634,0.191,0.0825,0.172,96.684,1
breaking benjamin,the diary of jane,2006,01,0.391,0.963,10.0,-4.378,0.0,0.0773,5.86e-05,0.0689,0.14,0.364,167.065,1
montgomery gentry,some people change,2006,10,0.55,0.61,2.0,-6.358,1.0,0.0388,0.0456,0.0,0.11,0.357,168.186,1
jason aldean,amarillo sky,2005,07,0.491,0.776,2.0,-3.887,1.0,0.0393,0.314,0.0,0.146,0.428,154.988,1
jack ingram,love you,2007,01,0.59,0.884,8.0,-4.785,1.0,0.041,0.0641,8.9e-06,0.401,0.794,116.925,1
cassie,long way 2 go,2006,08,0.589,0.655,8.0,-8.138,1.0,0.0488,0.057,0.000353,0.372,0.675,105.272,1
weird al yankovic,canadian idiot,2006,09,0.543,0.697,8.0,-9.211,1.0,0.0612,0.00206,1.82e-06,0.343,0.861,185.978,1
ashanti,only u,2004,01,0.601,0.621,1.0,-5.662,0.0,0.0394,0.071,4.12e-06,0.259,0.29,94.553,1
destinys child,lose my breath,2004,11,0.814,0.899,1.0,-5.958,1.0,0.0637,0.00727,0.219,0.0979,0.545,119.011,1
snoop dogg,lets get blown,2004,01,0.927,0.61,9.0,-4.738,0.0,0.207,0.399,0.0209,0.267,0.675,105.943,1
good charlotte,i just wanna live,2004,09,0.803,0.83,10.0,-4.636,0.0,0.0356,0.0144,0.0,0.103,0.935,111.033,1
alan jackson,monday morning church,2004,08,0.557,0.26,4.0,-15.062,1.0,0.0321,0.226,0.0,0.135,0.154,135.922,1
leann rimes,nothin bout love makes sense,2015,02,0.656,0.802,9.0,-3.244,1.0,0.0369,0.566,0.0,0.13,0.796,121.933,1
daddy yankee,gasolina,2004,07,0.857,0.801,0.0,-6.499,1.0,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,1
blake shelton,some beach,2004,10,0.787,0.765,0.0,-6.331,1.0,0.0265,0.231,1.79e-05,0.323,0.964,115.979,1
nelly,n dey say,2004,09,0.867,0.784,0.0,-4.145,1.0,0.0379,0.25,0.0,0.152,0.704,97.66,1
lil jon & the east side boyz featuring lil scrappy,what u gon do,2011,03,0.838,0.731,1.0,-6.919,0.0,0.248,8.42e-05,1.36e-06,0.142,0.537,150.164,1
reba mcentire,he gets that from me,2003,01,0.648,0.382,10.0,-9.986,1.0,0.0304,0.62,1.03e-05,0.103,0.441,143.749,1
ben folds,landed,2005,04,0.413,0.684,10.0,-6.099,1.0,0.0291,0.0557,4.76e-05,0.244,0.306,83.199,1
darryl worley,awful  beautiful life,2004,01,0.624,0.774,2.0,-6.873,1.0,0.0327,0.0258,2.37e-06,0.0988,0.672,112.608,1
the postal service,we will become silhouettes,2003,02,0.611,0.561,2.0,-8.33,1.0,0.0324,0.0682,0.0928,0.12,0.134,155.01,1
simple plan,welcome to my life,2004,10,0.421,0.858,1.0,-4.535,1.0,0.0963,0.0134,0.0,0.067,0.491,173.255,1
eminem,encore,2004,11,0.583,0.753,5.0,-5.485,0.0,0.394,0.0806,0.0,0.397,0.54,173.954,1
ashlee simpson,la la,2004,01,0.529,0.905,11.0,-3.667,0.0,0.0919,9.22e-05,0.204,0.0882,0.512,129.991,1
my chemical romance,im not okay (i promise),2004,06,0.21,0.94,9.0,-3.427,1.0,0.123,0.00602,0.0,0.269,0.255,179.722,1
gwen stefani,what you waiting for?,2004,01,0.675,0.951,2.0,-2.559,0.0,0.0664,0.0465,7.54e-06,0.625,0.718,136.042,1
tim mcgraw,back when,2015,06,0.604,0.759,7.0,-4.822,1.0,0.0279,0.0627,0.0,0.321,0.663,136.045,1
westside connection,bow down,1996,01,0.897,0.458,9.0,-11.01,1.0,0.279,0.0208,0.0,0.419,0.513,92.928,1
the wonders,"that thing you do! (from ""that thing you do!"")",2013,06,0.508,0.522,0.0,-8.399,1.0,0.0294,0.398,2e-05,0.103,0.544,140.931,1
r.e.m.,bittersweet me,1996,01,0.416,0.852,4.0,-5.847,0.0,0.0443,0.00704,0.0011,0.174,0.434,120.054,1
phil collins,dance into the light,1996,10,0.612,0.84,7.0,-5.342,1.0,0.0422,0.0252,0.00262,0.042,0.907,87.862,1
amanda marshall,birmingham,1996,02,0.525,0.726,7.0,-8.381,1.0,0.0306,0.04,0.00332,0.0564,0.686,185.513,1
wild orchid,at night i pray,1996,01,0.608,0.785,2.0,-5.992,0.0,0.0891,0.439,0.0,0.0786,0.403,155.458,1
the original,i luv u baby,2004,05,0.69,0.838,8.0,-6.392,1.0,0.0329,0.106,8.9e-06,0.267,0.902,126.821,1
johnny gill,lets get the mood right,1996,01,0.537,0.374,4.0,-10.16,1.0,0.0339,0.409,0.0,0.0935,0.372,179.719,1
deana carter,strawberry wine,2002,01,0.558,0.435,1.0,-6.812,1.0,0.0264,0.302,0.0,0.0351,0.199,122.385,1
le click,tonight is the night,1996,01,0.846,0.72,11.0,-7.096,0.0,0.0506,0.00495,1.69e-05,0.329,0.864,133.657,1
alan jackson,little bitty,2010,11,0.563,0.796,4.0,-7.604,1.0,0.0409,0.15,0.0,0.355,0.741,162.88,1
luther vandross,your secret love,1996,10,0.658,0.688,5.0,-7.049,0.0,0.0297,0.191,1.33e-06,0.173,0.424,143.783,1
rupaul,snapshot,2017,02,0.66,0.821,8.0,-7.299,0.0,0.0332,0.0249,0.606,0.561,0.52,128.243,1
trace adkins,every light in the house,1996,01,0.637,0.472,5.0,-7.295,1.0,0.0271,0.539,0.0,0.446,0.349,129.236,1
qkumba zoo,the child (inside),2016,11,0.694,0.923,4.0,-7.428,1.0,0.0382,0.185,0.00187,0.318,0.849,127.144,1
fun factory,dont go away,2016,08,0.517,0.788,8.0,-3.124,1.0,0.0481,0.00335,2.25e-06,0.559,0.586,200.075,1
kelis,milkshake,2003,12,0.891,0.77,1.0,-6.124,1.0,0.0439,0.00862,0.0315,0.155,0.819,112.997,1
3 doors down,here without you,2002,01,0.536,0.55,10.0,-6.733,0.0,0.0248,0.0537,0.0,0.134,0.234,144.018,1
jagged edge,walked outta heaven,2003,10,0.67,0.616,10.0,-6.123,1.0,0.225,0.573,0.0,0.0535,0.523,120.129,1
alicia keys,you dont know my name,2003,12,0.263,0.663,9.0,-8.264,1.0,0.19,0.589,0.00451,0.342,0.25,167.271,1
g unit,stunt 101,2003,01,0.694,0.778,4.0,-1.492,1.0,0.395,0.167,0.0,0.065,0.518,95.475,1
no doubt,its my life,2003,01,0.597,0.762,11.0,-4.431,1.0,0.0302,0.00368,0.00117,0.325,0.794,126.325,1
avant,read your mind,2003,01,0.75,0.391,8.0,-7.087,0.0,0.0831,0.277,5.99e-06,0.0759,0.711,146.191,1
beyonce,me  myself and i,2003,06,0.75,0.458,1.0,-9.092,1.0,0.0803,0.226,3.25e-05,0.137,0.536,83.61,1
trapt,headstrong,2002,11,0.492,0.896,4.0,-5.819,0.0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,1
matchbox twenty,bright lights,2013,11,0.319,0.732,4.0,-4.475,1.0,0.0436,0.0134,0.0,0.658,0.2,80.195,1
staind,so far away,2003,05,0.407,0.896,6.0,-2.935,1.0,0.063,0.012,0.0,0.196,0.156,138.697,1
dido,white flag,2003,09,0.509,0.538,5.0,-6.835,1.0,0.0379,0.306,5.03e-06,0.091,0.284,170.111,1
chingy,right thurr,2003,01,0.866,0.749,2.0,-3.977,1.0,0.253,0.15,0.0,0.0591,0.891,92.077,1
stacie orrico,(theres gotta be) more to life,2003,01,0.58,0.922,1.0,-3.785,1.0,0.0958,0.0917,0.0,0.189,0.649,89.841,1
liz phair,why cant i?,2003,01,0.487,0.759,11.0,-4.849,1.0,0.0405,0.0273,0.0,0.165,0.227,80.958,1
kenny chesney,there goes my life,2004,01,0.577,0.483,4.0,-8.141,1.0,0.0324,0.0337,6.22e-06,0.3,0.218,135.77,1
nelly,shake ya tailfeather,2016,08,0.662,0.808,1.0,-4.749,1.0,0.271,0.176,0.0,0.169,0.909,87.644,1
toby keith,i love this bar,2003,11,0.608,0.825,2.0,-6.303,1.0,0.0419,0.024,0.00656,0.346,0.454,115.049,1
sheryl crow,the first cut is the deepest,2003,01,0.498,0.68,2.0,-5.34,1.0,0.0332,0.0483,0.0,0.169,0.695,160.043,1
george strait,cowboys like us,2003,01,0.477,0.553,0.0,-6.094,1.0,0.0302,0.213,1.31e-06,0.201,0.299,128.416,1
christina aguilera,the voice within,2002,07,0.484,0.439,2.0,-5.995,1.0,0.0336,0.556,0.0,0.251,0.157,69.945,1
brooks & dunn,you cant take the honky tonk out of the girl,2004,10,0.574,0.949,5.0,-2.799,1.0,0.0383,0.00881,3.82e-05,0.277,0.755,114.271,1
ashlee simpson,invisible,2007,01,0.547,0.835,2.0,-2.784,1.0,0.0557,0.167,0.0,0.0843,0.697,168.364,1
ashanti,rain on me,2003,01,0.609,0.702,8.0,-3.161,0.0,0.035,0.35,0.0,0.0727,0.513,83.637,1
matchbox twenty,unwell,2007,10,0.442,0.793,9.0,-5.152,1.0,0.0347,0.0456,0.0,0.328,0.437,80.985,1
alan jackson,remember when,2010,11,0.558,0.314,2.0,-10.623,1.0,0.0295,0.709,0.000319,0.193,0.267,125.59,1
montgomery gentry,hell yeah,2002,08,0.372,0.872,0.0,-6.651,1.0,0.056,0.0185,0.0,0.368,0.65,173.525,1
fountains of wayne,stacys mom,2003,01,0.774,0.75,11.0,-4.927,0.0,0.0413,0.0021,1.85e-05,0.0808,0.925,118.015,1
mya,fallen,2003,01,0.669,0.61,1.0,-8.217,1.0,0.0457,0.119,2.75e-05,0.53,0.428,94.439,1
kanye west,through the wire,2004,02,0.571,0.739,7.0,-6.11,1.0,0.247,0.00865,5.21e-06,0.158,0.66,83.089,1
chris cagle,chicks dig it,2003,01,0.596,0.921,7.0,-4.987,1.0,0.0504,0.0221,0.0,0.303,0.703,104.024,1
musiq,forthenight,2003,01,0.7,0.673,3.0,-7.204,0.0,0.245,0.295,0.0,0.204,0.76,101.138,1
joe,more & more,2003,12,0.7,0.508,5.0,-7.32,0.0,0.0577,0.189,0.0,0.0938,0.464,139.974,1
rascal flatts,i melt,2002,01,0.556,0.712,9.0,-4.398,1.0,0.0346,0.207,1.99e-05,0.318,0.164,140.031,1
missy elliott,pass that dutch,2003,11,0.899,0.645,10.0,-11.621,0.0,0.271,0.0435,0.101,0.358,0.348,110.895,1
three days grace,(i hate) everything about you,2007,12,0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,1
pat green,wave on wave,2003,01,0.673,0.759,2.0,-5.156,1.0,0.0257,0.178,1.96e-05,0.0883,0.419,103.662,1
rodney atkins,honesty (write me a list),2015,02,0.576,0.496,6.0,-6.716,1.0,0.0264,0.0355,0.0,0.162,0.236,77.006,1
keith urban,who wouldnt wanna be me,2007,01,0.666,0.817,2.0,-6.072,1.0,0.0453,0.115,1.18e-05,0.0668,0.826,120.02,1
tracy byrd,drinkin bone,2003,01,0.77,0.833,5.0,-4.536,1.0,0.028,0.0793,0.0,0.0819,0.964,109.928,1
shania twain,shes not just a pretty face,2002,01,0.568,0.872,9.0,-4.336,1.0,0.0404,0.0511,0.0,0.342,0.492,98.981,1
terri clark,i wanna do it all,2003,01,0.632,0.892,4.0,-4.722,1.0,0.0353,0.0778,0.0,0.129,0.781,132.837,1
young gunz,cant stop  wont stop,2004,02,0.855,0.788,6.0,-3.041,0.0,0.219,0.00709,0.0,0.358,0.809,99.992,1
tim mcgraw,watch the wind blow by,2002,11,0.517,0.608,10.0,-7.206,1.0,0.0265,0.0924,0.0,0.0707,0.506,62.65,1
puddle of mudd,away from me,2003,11,0.388,0.943,8.0,-2.927,1.0,0.104,0.000306,0.0,0.168,0.162,154.721,1
jet,are you gonna be my girl,2003,09,0.613,0.953,2.0,-3.435,1.0,0.0855,0.00148,0.000582,0.152,0.537,105.046,1
the offspring,hit that,2003,12,0.707,0.797,11.0,-3.032,0.0,0.0317,0.028,0.0,0.0613,0.965,131.95,1
ja rule,clap back,2003,01,0.686,0.787,1.0,-5.597,0.0,0.387,0.0459,7.05e-06,0.0499,0.674,120.943,1
brad paisley,little moments,2010,11,0.558,0.551,9.0,-6.333,1.0,0.0263,0.245,4.19e-06,0.231,0.347,78.374,1
eamon,f**k it (i dont want you back),2004,07,0.736,0.901,10.0,-3.88,0.0,0.0434,0.0036,0.000127,0.0234,0.62,126.972,1
gary allan,tough little boys,2003,01,0.542,0.397,2.0,-8.571,1.0,0.0251,0.685,0.000142,0.143,0.239,84.221,1
john mayer,bigger than my body,2003,09,0.607,0.936,4.0,-3.071,1.0,0.033,0.0121,0.0418,0.309,0.517,117.303,1
trapt,still frame,2002,11,0.445,0.932,4.0,-4.739,1.0,0.316,0.000866,0.0,0.108,0.51,113.945,1
cassidy featuring r. kelly,hotel,2013,06,0.679,0.644,0.0,-6.867,1.0,0.21,0.107,0.0,0.107,0.411,91.259,1
a perfect circle,weak and powerless,2003,01,0.483,0.841,1.0,-7.494,0.0,0.0523,0.000172,0.861,0.108,0.129,159.747,1
ginuwine,love you more,2003,04,0.661,0.422,8.0,-6.918,0.0,0.0282,0.0887,2.39e-06,0.164,0.428,117.007,1
audioslave,show me how to live,2002,11,0.433,0.854,9.0,-3.868,1.0,0.0483,0.000336,0.000177,0.162,0.368,89.4,1
b2k featuring fabolous,badaboom,2003,11,0.8,0.644,4.0,-4.898,1.0,0.148,0.0215,0.00059,0.0924,0.816,96.015,1
josh turner,long black train,2003,01,0.472,0.709,10.0,-6.471,1.0,0.051,0.228,2.2e-05,0.114,0.84,169.867,1
hilary duff,so yesterday,2003,01,0.547,0.832,0.0,-3.752,1.0,0.0808,0.229,0.0,0.306,0.771,78.209,1
fefe dobson,take me away,2003,01,0.606,0.918,1.0,-4.603,0.0,0.039,0.00269,0.000379,0.295,0.751,110.048,1
michael jackson,one more chance,2003,11,0.476,0.596,7.0,-4.234,1.0,0.0707,0.108,0.0,0.137,0.549,80.738,1
trillville,neva eva,2003,09,0.777,0.81,7.0,-4.968,1.0,0.0462,0.0192,0.0,0.0861,0.787,78.021,1
martina mcbride,this ones for the girls,2003,09,0.613,0.801,8.0,-4.431,1.0,0.0354,0.0626,1.15e-05,0.124,0.609,126.966,1
cassie,me & u,2006,08,0.803,0.454,8.0,-4.802,0.0,0.0294,0.352,0.0,0.0655,0.739,99.99,1
yung joc,its goin down,2006,06,0.888,0.577,1.0,-7.702,0.0,0.0612,0.0986,0.0,0.131,0.609,84.003,1
kelis featuring too $hort,bossy,2006,08,0.906,0.624,4.0,-5.556,1.0,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,1
rihanna,unfaithful,2006,04,0.588,0.391,0.0,-8.607,0.0,0.0334,0.839,0.0,0.227,0.349,144.069,1
red hot chili peppers,dani california,2006,05,0.553,0.865,9.0,-4.751,0.0,0.0409,0.017,1.05e-05,0.267,0.735,96.161,1
kt tunstall,black horse & the cherry tree,2005,01,0.748,0.786,4.0,-7.788,0.0,0.0641,0.328,0.0,0.34,0.917,104.833,1
nickelback,savin me,2005,09,0.441,0.815,3.0,-4.088,1.0,0.0276,0.000731,0.0,0.414,0.522,164.021,1
rodney atkins,if youre going through hell (before the devil even knows),2006,07,0.566,0.898,9.0,-3.659,1.0,0.0634,0.0613,0.0,0.126,0.791,115.954,1
paris hilton,stars are blind,2006,08,0.745,0.695,2.0,-5.076,1.0,0.0271,0.00593,0.0,0.0615,0.519,102.014,1
t.i.,why you wanna,2006,03,0.802,0.772,1.0,-4.893,0.0,0.192,0.358,0.0,0.0603,0.654,96.046,1
petey pablo,show me the money,2006,08,0.863,0.772,0.0,-2.278,1.0,0.114,0.0167,0.0,0.206,0.83,110.514,1
afi,miss murder,2006,06,0.309,0.875,1.0,-4.49,1.0,0.0488,0.000213,0.00168,0.113,0.725,143.526,1
little big town,bring it on home,2005,01,0.55,0.514,8.0,-7.348,1.0,0.0265,0.118,0.0,0.0906,0.311,138.105,1
buckcherry,crazy bitch,2006,04,0.661,0.978,1.0,-3.064,0.0,0.107,0.0247,0.0,0.0856,0.592,98.019,1
three days grace,animal i have become,2006,06,0.553,0.853,8.0,-3.668,1.0,0.0339,0.000684,0.0,0.126,0.506,122.023,1
letoya,torn,2006,01,0.422,0.894,11.0,-3.507,0.0,0.332,0.262,0.0,0.142,0.636,152.17,1
brad paisley,the world,2010,11,0.446,0.947,4.0,-6.594,1.0,0.052,0.302,0.000692,0.0979,0.88,176.798,1
faith hill,sunshine and summertime,2005,08,0.638,0.807,1.0,-6.489,1.0,0.032,0.0731,0.0,0.0594,0.778,118.997,1
toby keith,a little too late,2008,01,0.408,0.752,11.0,-5.725,1.0,0.0478,0.188,3.92e-05,0.141,0.604,201.713,1
rick ross,hustlin,2006,01,0.505,0.657,9.0,-7.254,1.0,0.288,0.0898,0.0,0.0606,0.666,135.995,1
omarion,entourage,2006,12,0.831,0.79,5.0,-1.578,0.0,0.039,0.0404,0.0,0.122,0.937,106.491,1
rascal flatts,me and my gang,2006,01,0.64,0.902,7.0,-3.639,1.0,0.0415,0.0789,0.0,0.0453,0.627,108.756,1
gary allan,life aint always beautiful,2005,01,0.481,0.508,2.0,-7.666,1.0,0.0248,0.216,0.000175,0.105,0.268,86.013,1
goo goo dolls,stay with you,2007,11,0.433,0.868,0.0,-3.03,1.0,0.0422,0.00127,2.87e-06,0.132,0.41,139.896,1
dixie chicks,not ready to make nice,2006,04,0.425,0.554,6.0,-4.145,1.0,0.0298,0.134,8.56e-05,0.0963,0.288,83.917,1
taking back sunday,makedamnsure,2006,04,0.553,0.837,6.0,-5.608,1.0,0.0452,0.00941,0.0,0.372,0.432,140.495,1
nona gaye,im overjoyed,2017,03,0.723,0.768,8.0,-7.993,1.0,0.0328,0.0889,0.000567,0.0305,0.928,109.651,1
extreme,rest in peace,1992,01,0.693,0.655,8.0,-8.75,1.0,0.0279,0.00214,0.0182,0.105,0.729,99.776,1
cece peniston,inside that i cried,1992,01,0.631,0.453,4.0,-10.651,1.0,0.0314,0.178,1.15e-05,0.0748,0.264,116.003,1
justin bieber,nothing like us,2013,01,0.425,0.156,0.0,-14.365,1.0,0.0486,0.987,5.13e-05,0.16,0.551,166.877,1
one direction,kiss you,2012,11,0.63,0.934,4.0,-2.559,1.0,0.0589,0.0186,0.0,0.324,0.905,89.992,1
lupe fiasco & guy sebastian,battle scars,2012,09,0.517,0.811,5.0,-4.526,0.0,0.286,0.186,0.0,0.105,0.494,168.269,1
the barden bellas,riff off: mickey / like a virgin / hit me with your best shot...,2015,02,0.571,0.499,11.0,-5.515,1.0,0.404,0.554,0.0,0.0908,0.755,126.434,1
chris cagle,let there be cowgirls,2012,06,0.537,0.788,11.0,-5.557,1.0,0.0362,0.0892,1.27e-06,0.164,0.727,161.991,1
justin bieber,as long as you love me (acoustic),2013,01,0.519,0.307,11.0,-9.193,0.0,0.035,0.798,0.0,0.0853,0.454,135.596,1
hannah montana,if we were a movie,2009,01,0.639,0.845,4.0,-3.729,1.0,0.0346,0.00651,0.0,0.0619,0.729,94.036,1
john legend,save room,2006,10,0.69,0.572,7.0,-6.131,1.0,0.0264,0.0457,0.0,0.0969,0.375,111.919,1
hannah montana,i got nerve,2006,01,0.529,0.942,8.0,-3.497,1.0,0.0431,0.00123,0.0,0.137,0.804,144.716,1
hannah montana,pumpin up the party,2006,01,0.662,0.828,2.0,-5.083,1.0,0.0741,0.0129,2.75e-05,0.407,0.476,123.986,1
hannah montana,who said,2006,01,0.625,0.892,4.0,-3.27,1.0,0.0311,0.00872,0.0,0.127,0.633,133.058,1
hannah montana,the other side of me,2006,01,0.63,0.877,6.0,-3.609,0.0,0.0839,0.0659,0.0,0.508,0.708,114.033,1
john mellencamp,our country,2006,01,0.504,0.754,7.0,-4.943,1.0,0.031,0.00839,0.0,0.0964,0.497,108.184,1
hannah montana,this is the life,2006,01,0.583,0.816,4.0,-4.215,1.0,0.0303,0.000493,1.33e-06,0.384,0.503,141.054,1
dangelo,me and those dreamin eyes of mine,1995,07,0.511,0.402,4.0,-10.695,0.0,0.219,0.702,0.00014,0.11,0.503,83.339,1
tom petty and the heartbreakers,"walls (from ""shes the one"")",1996,08,0.538,0.763,5.0,-5.238,1.0,0.0264,0.0742,3.54e-06,0.116,0.384,100.837,1
tlc,no scrubs,1999,02,0.743,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,1
tim mcgraw,please remember me,2010,11,0.465,0.54,1.0,-7.097,1.0,0.0277,0.177,2.82e-06,0.106,0.234,75.88,1
jordan knight,give it to you,1999,05,0.83,0.655,7.0,-7.072,1.0,0.0544,0.0552,1.09e-06,0.0567,0.653,134.869,1
silk,if you (lovin me),2004,05,0.623,0.442,9.0,-10.365,0.0,0.0345,0.182,0.0,0.0699,0.335,99.181,1
backstreet boys,i want it that way,2001,10,0.689,0.702,6.0,-5.642,0.0,0.0261,0.216,0.0,0.159,0.484,99.031,1
joey mcintyre,stay the same,1999,03,0.629,0.553,2.0,-5.773,1.0,0.0297,0.0249,0.0,0.141,0.285,130.115,1
mark wills,wish you were here,1998,01,0.513,0.398,5.0,-10.234,1.0,0.0285,0.19,0.0,0.117,0.256,138.045,1
brandy,almost doesnt count,1998,05,0.682,0.543,0.0,-7.063,0.0,0.0454,0.494,0.0,0.158,0.478,71.582,1
andy griggs,you wont ever be lonely,1999,04,0.471,0.617,8.0,-8.394,1.0,0.038,0.0522,0.0,0.229,0.491,182.323,1
maxwell,fortunate,1999,01,0.741,0.37,10.0,-9.117,0.0,0.0463,0.105,1.02e-06,0.251,0.328,126.136,1
shanice,when i close my eyes,1999,02,0.682,0.555,6.0,-6.349,1.0,0.0319,0.0225,0.0,0.0754,0.511,83.332,1
fatboy slim,praise you,2006,01,0.621,0.885,1.0,-6.826,1.0,0.0473,0.0418,0.492,0.133,0.554,109.727,1
total,sitting home,1998,10,0.552,0.672,10.0,-9.772,0.0,0.0888,0.371,0.0159,0.0671,0.63,126.791,1
sawyer brown,drive me wild,1999,03,0.651,0.708,2.0,-7.793,1.0,0.0258,0.159,0.0,0.162,0.95,128.829,1
lee ann womack,ill think of a reason later,1998,01,0.593,0.822,3.0,-5.521,1.0,0.036,0.0913,0.000193,0.286,0.615,141.988,1
mya,my first night with you,1998,01,0.621,0.438,8.0,-8.492,1.0,0.0319,0.555,0.00173,0.129,0.159,138.892,1
chad brock,ordinary life,1998,10,0.539,0.395,3.0,-9.289,1.0,0.0285,0.491,0.0,0.114,0.196,125.057,1
ty herndon,hands of a working man,1998,05,0.607,0.628,0.0,-7.161,1.0,0.0283,0.0697,0.0,0.322,0.353,89.284,1
collin raye,anyone else,1998,06,0.623,0.646,5.0,-9.888,1.0,0.0316,0.035,0.0,0.0736,0.492,121.301,1
shania twain,man! i feel like a woman!,1997,11,0.657,0.639,10.0,-7.527,1.0,0.0412,0.581,0.0,0.278,0.674,124.882,1
george strait,write this down,1999,01,0.719,0.687,3.0,-7.494,1.0,0.028,0.11,2.14e-05,0.286,0.681,123.878,1
ginuwine,whats so different,1999,03,0.798,0.616,11.0,-8.788,0.0,0.151,0.00941,5.09e-06,0.0637,0.96,78.884,1
sheryl crow,anything but down,1998,09,0.623,0.768,4.0,-6.371,0.0,0.0332,0.0184,2.15e-06,0.102,0.552,121.233,1
k-ci & jojo,life,1997,01,0.634,0.528,1.0,-8.834,1.0,0.0309,0.117,2.26e-06,0.0565,0.18,128.0,1
garbage,special,1998,05,0.443,0.944,0.0,-3.71,0.0,0.0377,8.79e-05,0.000542,0.369,0.573,131.828,1
