Title,ArtistName
sorry,beyonce
you & me,marc e. bassy featuring g-eazy
my pyt,wale
chill bill,rob $tone featuring j. davi$ & spooks
why you always hatin?,yg featuring drake & kamaiyah
wat u mean (aye  aye  aye),dae dae
vice,miranda lambert
father stretch my hands pt. 1,kanye west
she's got a way with words,blake shelton
grass ain't greener,chris brown
middle of a memory,cole swindell
pick up the phone,young thug and travis scott featuring quavo
no shopping,french montana featuring drake
you don't own me,grace featuring g-eazy
it don't hurt like it used to,billy currington
with you tonight / hasta el amanecer,nicky jam
rock on,tucker beathard
kill em with kindness,selena gomez
no problem,chance the rapper featuring lil wayne & 2 chainz
come and see me,partynextdoor featuring drake
too much sauce,dj esco featuring future & lil uzi vert
you look like i need a drink,justin moore
1 night,lil yachty
ooouuu,young m.a
wicked,future
wyclef jean,young thug
i met a girl,william michael morgan
move,luke bryan
famous,kanye west
record year,eric church
you was right,lil uzi vert
do you mind,dj khaled featuring nicki minaj, chris brown, august alsina, jeremih, future & rick ross
wishing,dj drama featuring chris brown, skeme & lyquin
scars to your beautiful,alessia cara
lockjaw,french montana featuring kodak black
i know somebody,locash
duele el corazon,enrique iglesias featuring wisin
church bells,carrie underwood
cool girl,tove lo
happy,pharrell williams
dark horse,katy perry featuring juicy j
talk dirty,jason derulo featuring 2 chainz
all of me,john legend
drunk in love,beyonce featuring jay z
pompeii,bastille
team,lorde
say something,a great big world & christina aguilera
counting stars,onerepublic
timber,pitbull featuring ke$ha
let her go,passenger
story of my life,one direction
the man,aloe blacc
the monster,eminem featuring rihanna
burn,ellie goulding
show me,kid ink featuring chris brown
royals,lorde
let it go,idina menzel
demons,imagine dragons
wake me up!,avicii
roar,katy perry
my hitta,yg featuring jeezy & rich homie quan
best day of my life,american authors
hey brother,avicii
adore you,miley cyrus
can't remember to forget you,shakira featuring rihanna
radioactive,imagine dragons
chillin' it,cole swindell
turn down for what,dj snake & lil jon
love me again,john newman
wrecking ball,miley cyrus
young girls,bruno mars
paranoid,ty dolla $ign featuring b.o.b
bottoms up,brantley gilbert
hold on  we're going home,drake featuring majid jordan
animals,martin garrix
drink a beer,luke bryan
neon lights,demi lovato
brave,sara bareilles
when she says baby,jason aldean
sail,awolnation
blurred lines,robin thicke featuring t.i. + pharrell
doin' what she likes,blake shelton
safe and sound,capital cities
sweater weather,the neighbourhood
compass,lady antebellum
give me back my hometown,eric church
loyal,chris brown featuring lil wayne & french montana or too $hort or tyga
whatever she's got,david nail
23,mike will made-it featuring miley cyrus, wiz khalifa & juicy j
helluva life,frankie ballard
cop car,keith urban
i hold on,dierks bentley
see you tonight,scotty mccreery
na na,trey songz
drink to that all night,jerrod niemann
everything is awesome!!!,tegan and sara featuring the lonely island
rap god,eminem
stoner,young thug
take me home,cash cash featuring bebe rexha
let it go,demi lovato
up down (do this all day),t-pain featuring b.o.b
rewind,rascal flatts
19 you + me,dan + shay
love don't die,the fray
get me some of that,thomas rhett
human,christina perri
this is how we roll,florida georgia line featuring luke bryan
goodnight kiss,randy houser
do i wanna know?,arctic monkeys
do you want to build a snowman?,kristen bell, agatha lee monn & katie lopez
the language,drake
everything i shouldn't be thinking about,thompson square
the worst,jhene aiko
unconditionally,katy perry
friday night,eric paslay
stay,florida georgia line
odio,romeo santos featuring drake
waiting for superman,daughtry
chocolate,the 1975
man of the year,schoolboy q
for the first time in forever,kristen bell & idina menzel
ride,somo
the heart of dixie,danielle bradbery
on top of the world,imagine dragons
do what u want,lady gaga featuring r. kelly
they don't know,rico love
glory and gore,lorde
beat of the music,brett eldredge
xo,beyonce
classic,mkto
oceans (where feet may fail),hillsong united
worst behavior,drake
thinking about you,calvin harris featuring ayah marar
can't raise a man,k. michelle
part ii (on the run),jay z featuring beyonce
partition,beyonce
la la la,naughty boy featuring sam smith
ordinary love,u2
lettin' the night roll,justin moore
see you again,wiz khalifa featuring charlie puth
trap queen,fetty wap
earned it (fifty shades of grey),the weeknd
uptown funk!,mark ronson featuring bruno mars
shut up and dance,walk the moon
sugar,maroon 5
love me like you do,ellie goulding
want to want me,jason derulo
thinking out loud,ed sheeran
g.d.f.r.,flo rida featuring sage the gemini & lookas
nasty freestyle,t-wayne
somebody,natalie la rose featuring jeremih
hey mama,david guetta featuring nicki minaj, bebe rexha & afrojack
post to be,omarion featuring chris brown & jhene aiko
talking body,tove lo
dear future husband,meghan trainor
style,taylor swift
honey  i'm good.,andy grammer
one last time,ariana grande
chains,nick jonas
worth it,fifth harmony featuring kid ink
you know you like it,dj snake & alunageorge
b**** better have my money,rihanna
where are u now,skrillex & diplo with justin bieber
girl crush,little big town
blank space,taylor swift
slow motion,trey songz
lay me down,sam smith
pretty girls,britney spears & iggy azalea
take your time,sam hunt
time of our lives,pitbull & ne-yo
blessings,big sean featuring drake
watch me,silento
budapest,george ezra
shake it off,taylor swift
throw sum mo,rae sremmurd featuring nicki minaj & young thug
truffle butter,nicki minaj featuring drake & lil wayne
take me to church,hozier
ayo,chris brown & tyga
sippin' on fire,florida georgia line
elastic heart,sia
i'm not the only one,sam smith
all about that bass,meghan trainor
don't it,billy currington
fourfiveseconds,rihanna & kanye west & paul mccartney
sangria,blake shelton
cheerleader,omi
lips are movin,meghan trainor
smoke,a thousand horses
bright,echosmith
a guy walks into a bar,tyler farr
lean on,major lazer & dj snake featuring mo
fight song,rachel platten
believe,mumford & sons
geronimo,sheppard
raise 'em up,keith urban featuring eric church
homegrown,zac brown band
heartbeat song,kelly clarkson
all day,kanye west featuring theophilus london, allan kingdom & paul mccartney
nasty,bandit gang marco featuring dro
i bet,ciara
flex (ooh ooh ooh),rich homie quan
i want you to know,zedd featuring selena gomez
be real,kid ink featuring dej loaf
commas,future
say you do,dierks bentley
i really like you,carly rae jepsen
know yourself,drake
little toy guns,carrie underwood
wild child,kenny chesney with grace potter
energy,drake
love you like that,canaan smith
love me like you mean it,kelsea ballerini
the matrimony,wale featuring usher
diamond rings and old barstools,tim mcgraw with catherine dunn
renegades,x ambassadors
like a wrecking ball,eric church
coffee,miguel
baby be my love song,easton corbin
king kunta,kendrick lamar
she don't love you,eric paslay
wet dreamz,j. cole
el perdon (forgiveness),nicky jam & enrique iglesias
uma thurman,fall out boy
one hell of an amen,brantley gilbert
get low,dillon francis & dj snake
i need your love,shaggy featuring mohombi, faydee, costi
tonight looks good on you,jason aldean
classic man,jidenna featuring roman gianarthur
ain't worth the whiskey,cole swindell
i don't get tired (#idgt),kevin gates featuring august alsina
games,luke bryan
the night is still young,nicki minaj
nothing without love,nate ruess
nobody love,tori kelly
crushin' it,brad paisley
american oxygen,rihanna
flicka da wrist,chedda da connect
shine on,sawyer fredericks
10 bands,drake
like a g6,far*east movement featuring cataracs & dev
just the way you are,bruno mars
just a dream,nelly
only girl (in the world),rihanna
dj got us fallin' in love,usher featuring pitbull
back to december,taylor swift
teenage dream,katy perry
dynamite,taio cruz
club can't handle me,flo rida featuring david guetta
bottoms up,trey songz featuring nicki minaj
raise your glass,p!nk
love the way you lie,eminem featuring rihanna
i like it,enrique iglesias featuring pitbull
mine,taylor swift
animal,neon trees
deuces,chris brown featuring tyga & kevin mccall
f**k you! (forget you),cee lo green
take it off,ke$ha
if i die young,the band perry
right above it,lil wayne featuring drake
hot tottie,usher featuring jay-z
no hands,waka flocka flame featuring roscoe dash & wale
stuck like glue,sugarland
secrets,onerepublic
cooler than me,mike posner
california gurls,katy perry featuring snoop dogg
lucky,glee cast
check it out,will.i.am & nicki minaj
misery,maroon 5
not afraid,eminem
airplanes,b.o.b featuring hayley williams
love like woe,the ready set
2012 (it ain't the end),jay sean featuring nicki minaj
please don't go,mike posner
fancy,drake featuring t.i. & swizz beatz
we no speak americano,yolanda be cool & dcup
come back song,darius rucker
runaway,kanye west featuring pusha t
magic,b.o.b featuring rivers cuomo
september,daughtry
river deep  mountain high,glee cast
king of anything,sara bareilles
letting go (dutty love),sean kingston featuring nicki minaj
omg,usher featuring will.i.am
speak now,taylor swift
as she's walking away,zac brown band featuring alan jackson
the boys of fall,kenny chesney
happy days are here again / get happy,glee cast
if it's love,train
don't go breaking my heart,glee cast
if i had you,adam lambert
can't be friends,trey songz
farmer's daughter,rodney atkins
move that body,nelly featuring t-pain & akon
roll with it,easton corbin
my kinda party,jason aldean
hey baby (drop it to the floor),pitbull featuring t-pain
anything like me,brad paisley
no love,eminem featuring lil wayne
all over me,josh turner
all i want is you,miguel featuring j. cole
holding you down (goin in circles),jazmine sullivan
why wait,rascal flatts
black and yellow,wiz khalifa
little lion man,mumford & sons
aston martin music,rick ross featuring drake & chrisette michele
toot it and boot it,yg
right thru me,nicki minaj
miss me,drake featuring lil wayne
mama's song,carrie underwood
the breath you take,george strait
love all over me,monica
memories,david guetta featuring kid cudi
stereo love,edward maya & vika jigulina
only prettier,miranda lambert
turn on the radio,reba
dog days are over,florence + the machine
shake,jesse mccartney
grenade,bruno mars
little miss,sugarland
your love,nicki minaj
rhythm of love,plain white t's
this,darius rucker
loca,shakira featuring dizzee rascal
way out here,josh thompson
our kind of love,lady antebellum
sing!,glee cast
pretty good at drinkin' beer,billy currington
put you in a song,keith urban
b.m.f. (blowin' money fast),rick ross featuring styles p
a year without rain,selena gomez & the scene
all about tonight,blake shelton
little white church,little big town
le jazz hot,glee cast
angel,akon
gonorrhea,lil wayne featuring drake
smoke a little smoke,eric church
power,kanye west
the catalyst,linkin park
this ain't no love song,trace adkins
the hills,the weeknd
what do you mean?,justin bieber
can't feel my face,the weeknd
watch me,silento
good for you,selena gomez featuring a$ap rocky
locked away,r. city featuring adam levine
679,fetty wap featuring remy boyz
cheerleader,omi
hotline bling,drake
lean on,major lazer & dj snake featuring mo
photograph,ed sheeran
stitches,shawn mendes
wildest dreams,taylor swift
cool for the summer,demi lovato
my way,fetty wap featuring monty
downtown,macklemore & ryan lewis featuring eric nally, melle mel, kool moe dee & grandmaster caz
trap queen,fetty wap
fight song,rachel platten
where are u now,skrillex & diplo with justin bieber
shut up and dance,walk the moon
hit the quan,ilovememphis
marvin gaye,charlie puth featuring meghan trainor
see you again,wiz khalifa featuring charlie puth
drag me down,one direction
uma thurman,fall out boy
all eyes on you,meek mill featuring chris brown & nicki minaj
uptown funk!,mark ronson featuring bruno mars
renegades,x ambassadors
bad blood,taylor swift featuring kendrick lamar
love myself,hailee steinfeld
flex (ooh ooh ooh),rich homie quan
