Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Label
call to preserve,now and forever,2006,8,0.343,0.88,2,-5.232,1,0.096,3.75E-05,0.128,0.24,0.369,96.191,0
latour,people are still having sex,1991,1,0.856,0.695,11,-10.643,0,0.0387,7.47E-05,0.804,0.0358,0.869,125.107,1
richie ray & bobby cruz,el gallo y la vaca,2006,2,0.708,0.83,7,-5.187,1,0.0431,0.137,2.49E-06,0.614,0.954,101.734,0
u2,discotheque,1997,3,0.581,0.825,4,-9.689,0,0.0373,0.000859,0.095,0.11,0.663,120.362,1
black eyed peas / terry dexter,magic,2001,1,0.878,0.775,7,-3.747,1,0.0554,0.0691,4.87E-06,0.0557,0.899,103.635,0
luther vandross,the rush,1991,4,0.628,0.932,1,-8.914,1,0.0508,0.000996,0.309,0.0511,0.969,187.925,1
inspiral carpets,keep the circle around,2003,10,0.26,0.976,10,-3.998,0,0.0808,0.0489,0.653,0.208,0.494,149.791,0
glee cast,im a slave 4 u,2010,9,0.909,0.779,0,-4.004,0,0.136,0.409,0.000681,0.0398,0.955,110.022,1
desree,feel so high,1994,4,0.606,0.532,5,-10.426,1,0.0657,0.632,0,0.164,0.433,161.085,1
radiohead,fast-track,2001,5,0.462,0.905,1,-7.108,0,0.19,0.0569,0.867,0.122,0.403,103.465,0
selena gomez,tell me something i dont know,2009,1,0.703,0.939,7,-3.314,0,0.177,0.116,0,0.0508,0.917,145.024,1
paula abdul,will you marry me?,1991,1,0.623,0.7,11,-7.9,1,0.0575,0.422,3.12E-05,0.31,0.548,149.726,1
pride tiger,56 days,2007,1,0.481,0.943,11,-2.041,1,0.0635,0.002,0,0.291,0.53,114.095,0
jennifer lopez featuring styles & jadakiss,jenny from the block,2012,7,0.847,0.754,6,-5.444,1,0.193,0.00804,4.49E-06,0.0517,0.957,100,1
eiffel 65,blue (da ba dee),2011,1,0.822,0.969,7,-11.471,0,0.0582,0.259,0.000162,0.39,0.765,128.007,1
danny barnes,cumberland gap,2015,11,0.65,0.489,2,-10.449,1,0.063,0.983,0.867,0.0705,0.961,111.95,0
t.i.,24s,2003,8,0.739,0.725,6,-4.301,1,0.203,0.227,0,0.0991,0.582,162.06,1
iggy pop,main street eyes,1990,6,0.674,0.512,2,-11.754,1,0.0283,0.064,6.77E-06,0.527,0.731,131.983,0
charice,note to god,2010,5,0.52,0.586,9,-5.383,1,0.0384,0.519,1.03E-06,0.0783,0.0637,120.119,1
pedro aznar,amor de juventud,2017,10,0.539,0.191,7,-13.295,1,0.0284,0.765,6.03E-06,0.154,0.0987,84.938,0
pretenders,night in my veins,1994,6,0.531,0.918,9,-4.982,0,0.0366,0.00684,0,0.127,0.898,136.052,1
usher,burn,2004,3,0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.685,119.928,1
glee cast,gives you hell,2010,5,0.752,0.605,6,-5.569,0,0.032,0.0807,0,0.112,0.789,100.007,1
dmx,damien,1998,1,0.823,0.726,6,-7.895,1,0.324,0.273,0,0.303,0.416,96.869,0
porcupine tree,music for the head,1991,7,0.257,0.0243,8,-29.005,0,0.0424,0.675,0.91,0.099,0.0325,126.631,0
goo goo dolls,black balloon,1998,9,0.339,0.625,1,-8.57,1,0.028,0.057,0.000102,0.229,0.334,104.68,1
the fray,vienna,2005,9,0.443,0.476,5,-7.253,0,0.0285,0.795,0.000179,0.113,0.142,124.194,0
carlos ponce,decir adios,1998,1,0.593,0.517,1,-8.567,0,0.0278,0.311,0,0.124,0.227,126.954,0
jay-z,99 problems,2004,11,0.547,0.951,1,-4.079,0,0.151,0.00272,1.14E-05,0.0862,0.51,95.031,1
vickie winans,you turn me,2008,1,0.703,0.867,5,-7.802,0,0.0637,0.28,0,0.177,0.847,89.996,0
hellsongs,rock the night,2008,2,0.527,0.184,4,-12.483,0,0.0329,0.933,0.0114,0.124,0.217,124.508,0
zuma,juno,2014,10,0.434,0.624,4,-8.494,0,0.0438,0.0904,0.00761,0.335,0.328,156.015,0
lil wayne,3 peat,2008,1,0.616,0.632,6,-7.562,0,0.386,0.00114,0,0.0844,0.47,79.811,1
cypress hill,insane in the brain,1993,7,0.897,0.612,11,-10.489,1,0.211,0.0297,0.186,0.0894,0.767,102.305,1
rakim,skit,1996,11,0.657,0.113,1,-17.855,1,0.406,0.534,0,0.118,0.966,77.915,0
hannah montana,ordinary girl,2010,1,0.427,0.849,7,-3.744,1,0.28,0.0276,0,0.264,0.382,181.744,1
jesse malin and the st. marks social,revelations,2010,4,0.475,0.925,9,-4.79,1,0.0525,0.0145,0.000167,0.0611,0.376,126.028,0
he is legend,stampede,2006,1,0.524,0.964,7,-7.022,1,0.207,8.74E-05,0.00659,0.52,0.269,98.039,0
orbital,adnans,1996,1,0.677,0.854,7,-11.562,1,0.0482,0.0349,0.882,0.0937,0.238,101.989,0
ashton shepherd,sounds so good,2008,1,0.523,0.897,4,-3.487,1,0.0423,0.291,0,0.288,0.634,154.263,0
in extremo,vollmond,2001,9,0.645,0.898,2,-2.532,0,0.0303,0.00184,0.000328,0.0784,0.227,96.013,0
t.o.k.,saturday,2001,10,0.738,0.727,2,-6.207,1,0.28,0.279,0,0.128,0.689,98.054,0
andrea martin,let me return the favor,1998,10,0.619,0.552,4,-8.927,0,0.167,0.0175,0,0.0465,0.63,174.603,1
the brand new heavies,dream on dreamer,2000,1,0.692,0.835,6,-9.018,0,0.0422,0.193,0.184,0.0892,0.961,95.892,1
pascal obispo,la machine,2007,10,0.554,0.875,4,-7.976,1,0.0614,0.0788,3.20E-05,0.954,0.301,130.063,0
three 6 mafia featuring kalenna,shake my,2009,8,0.84,0.628,8,-6.133,1,0.0508,0.0432,0,0.0868,0.496,122.016,1
lil band o gold,first you cry,2006,5,0.264,0.386,10,-13.063,1,0.0322,0.667,0.965,0.155,0.186,142.211,0
too $hort,cocktales,1995,1,0.838,0.542,1,-6.884,0,0.0951,0.115,0.0075,0.374,0.239,87.094,1
alice cooper,hey stoopid,1991,7,0.47,0.939,7,-7.782,0,0.0599,0.00511,0.00102,0.51,0.3,129.896,1
"harry connick, jr.",(i could only) whisper your name,1994,6,0.682,0.572,5,-7.067,0,0.045,0.191,0.204,0.0504,0.844,89.083,1
josh turner,long black train,2003,1,0.472,0.709,10,-6.471,1,0.051,0.228,2.20E-05,0.114,0.84,169.867,1
mark wills,how bad do you want it,2003,1,0.591,0.742,2,-5.42,1,0.0309,0.0236,0,0.127,0.696,96.108,0
alice in chains,brother,1996,7,0.405,0.365,1,-10.927,1,0.0307,0.557,0.00048,0.89,0.076,85.781,0
tyr,grial ii,2001,1,0.253,0.945,0,-6.396,0,0.188,0.000371,0.000173,0.159,0.132,147.613,0
john michael montgomery,cover you in kisses,1998,4,0.687,0.559,6,-9.139,1,0.0234,0.0304,0,0.171,0.451,105.951,1
u2,kite live from sydney,2006,1,0.477,0.588,3,-7.669,1,0.0283,0.114,0.00361,0.977,0.178,133.968,0
ryandan,wind beneath my wings,2007,1,0.253,0.281,8,-8.051,1,0.0323,0.926,9.70E-05,0.112,0.108,142.513,0
eddie money,heaven in the back seat,1991,1,0.696,0.945,0,-5.31,1,0.0364,0.115,0,0.694,0.708,120.074,1
the cardigans,marvel hill,1998,10,0.535,0.612,10,-7.863,1,0.0311,5.58E-05,0.0102,0.183,0.241,105.909,0
fantasia,truth is,2004,11,0.707,0.451,11,-10.38,1,0.0761,0.309,0,0.0524,0.616,73.209,1
u2,electrical storm,2002,1,0.229,0.5,4,-6.769,1,0.0312,0.166,0.000248,0.454,0.185,96.022,1
tanto metro & devonte,everyone falls in love,1999,8,0.754,0.702,10,-8.033,0,0.0429,0.0275,0,0.0619,0.736,95.998,1
cauterize,shooting stars,2003,1,0.491,0.916,1,-4.002,1,0.0417,0.000129,0.0246,0.0664,0.329,97.171,0
3lw,no more (baby ima do right),2000,11,0.721,0.723,2,-7.08,0,0.0631,0.102,4.40E-06,0.0651,0.761,88.933,1
various production,lost (actress remix),2008,7,0.599,0.527,10,-12.49,0,0.0484,0.118,0.868,0.0981,0.189,118.577,0
salt-n-pepa,gitty up,1997,10,0.884,0.553,11,-6.514,1,0.071,0.0284,6.30E-06,0.0859,0.884,104.931,1
usher,pianolude,1999,1,0.273,0.282,8,-17.855,1,0.0391,0.648,0.000108,0.915,0.465,104.199,0
pyranja,nordcore,2004,10,0.727,0.742,10,-4.191,0,0.173,0.119,0,0.0696,0.6,89.25,0
mariano yanani,when we dance,2005,1,0.467,0.222,11,-14.058,1,0.0328,0.884,0.923,0.0814,0.078,169.955,0
christina perri,jar of hearts,2011,5,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,1
puddle of mudd,away from me,2003,11,0.389,0.933,8,-2.916,1,0.106,0.000403,1.43E-06,0.183,0.162,154.739,1
gin blossoms,found out about you,1992,1,0.543,0.816,7,-8.052,1,0.0284,0.00269,0.0314,0.122,0.71,134.707,1
james blunt,1973,2007,9,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007,1
andy & lucas,amores cobardes,2008,9,0.63,0.754,9,-4.967,1,0.0316,0.0669,0,0.203,0.783,147.886,0
van halen,cant stop lovin you,1995,1,0.609,0.912,9,-3.324,1,0.0338,0.0734,3.10E-06,0.159,0.564,118.035,1
genesis,hold on my heart,1991,11,0.465,0.365,5,-12.633,0,0.0295,0.618,0.0113,0.0747,0.265,171.904,1
aesop rock,coma,2001,9,0.787,0.721,5,-7.965,0,0.314,0.122,5.69E-06,0.226,0.87,173.991,0
2 minutos,rompan todo,2007,12,0.411,0.964,0,-3.722,1,0.132,0.000626,0,0.434,0.825,105.563,0
the black keys,tighten up,2010,5,0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12E-06,0.453,0.567,108.965,1
bob marley,corner stone,2012,1,0.883,0.409,1,-10.884,1,0.14,0.00132,0,0.368,0.542,99.809,0
hot chip,no,2006,5,0.676,0.618,5,-6.953,0,0.0279,0.027,0.0245,0.0608,0.203,127.018,0
mindy mccready,be with me,2002,1,0.41,0.653,2,-8.401,1,0.0462,0.378,7.72E-06,0.349,0.566,177.763,0
africando,lindas africanas,2003,1,0.808,0.718,5,-5.445,1,0.0452,0.481,0.000124,0.0496,0.89,90.835,0
martriden,blank eye stare,2006,9,0.197,0.961,5,-4.566,0,0.108,3.66E-05,0.598,0.0933,0.198,138.361,0
tlc,no scrubs,1999,2,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,1
k7,come baby come,1993,11,0.832,0.726,11,-7.739,0,0.191,0.0283,0,0.0468,0.548,106.118,1
trustcompany,downfall,2002,1,0.354,0.925,6,-3.317,1,0.113,0.000154,1.60E-06,0.268,0.511,196.198,1
esser,headlock,2009,4,0.817,0.834,10,-6.389,0,0.098,0.00668,5.43E-06,0.162,0.743,122.03,0
dolores keane,telling me lies,2006,5,0.603,0.337,9,-12.708,1,0.0284,0.546,2.32E-05,0.175,0.139,114.18,0
joe bonamassa,so many roads,2006,6,0.29,0.756,5,-5.408,0,0.039,0.0114,0.148,0.0947,0.546,146.458,0
winifred phillips,sporable,2009,10,0.429,0.3,0,-13.723,1,0.042,0.847,0.336,0.182,0.144,130.139,0
life long tragedy,collecting dust,2008,2,0.22,0.746,7,-6.244,1,0.0501,9.74E-05,0.0328,0.26,0.241,121.528,0
basement jaxx,la photo,1999,10,0.867,0.743,7,-8.345,1,0.286,0.00718,0.012,0.512,0.817,126.854,0
everything but the girl,wrong,1996,5,0.797,0.544,10,-11.154,0,0.0476,0.00157,0.121,0.117,0.555,123.224,1
sub focus,follow the light (radio edit),2009,6,0.402,0.865,7,-7.75,1,0.0548,0.00666,0.337,0.0964,0.0574,173.965,0
pascal obispo,chlore,1994,9,0.535,0.339,5,-13.64,0,0.0315,0.208,0.000884,0.234,0.378,139.816,0
francesca battistelli,its your life,2008,7,0.358,0.847,2,-3.5,1,0.0528,0.003,0,0.133,0.433,181.987,1
regina belle,quiet time,1997,10,0.592,0.726,7,-7.55,0,0.0607,0.15,0,0.0467,0.633,92.629,0
patty loveless,lovin all night,2003,9,0.52,0.836,4,-6.544,0,0.0548,0.195,2.96E-06,0.128,0.681,171.989,1
karyn white,can i stay with you,1994,9,0.674,0.465,5,-8.565,1,0.0258,0.441,0,0.098,0.317,129.896,1
tum tum,eat or get ate,2007,1,0.695,0.79,11,-3.285,0,0.205,0.014,0,0.103,0.697,144.451,0
helmet,everybody loves you,2004,1,0.522,0.959,7,-3.129,0,0.0557,1.09E-05,0.00146,0.126,0.184,112.872,0
vilma palma e vampiros,te quiero tanto,2003,7,0.754,0.768,7,-6.25,1,0.0516,0.0624,0,0.257,0.768,127.852,0
tim mcgraw,felt good on my lips,2010,11,0.56,0.869,3,-3.804,1,0.0387,0.024,2.94E-06,0.136,0.519,136.001,1
a*teens,bouncing off the ceiling (upside down),2001,1,0.613,0.964,6,-5.682,0,0.0611,0.000398,0.904,0.0364,0.553,137.839,1
negura bunget,cunoasterea tacuta,2003,1,0.292,0.83,11,-3.617,0,0.0436,0.00116,0.752,0.245,0.126,130.46,0
danilo perez,native soul,2003,1,0.531,0.373,7,-15.47,1,0.034,0.786,0.853,0.191,0.391,106.113,0
josh groban,february song [live],2008,5,0.439,0.377,8,-8.771,1,0.0298,0.68,0.000239,0.963,0.154,139.933,0
bullet for my valentine,4 words (to choke upon),2007,6,0.379,0.95,8,-2.895,1,0.0845,8.79E-05,0.000309,0.109,0.316,92.489,0
soilent green,daydreaming the color of blood,2001,9,0.317,0.949,2,-6.379,1,0.0896,8.22E-05,0.199,0.0605,0.461,122.455,0
mando diao,misty mountains,2007,10,0.361,0.909,7,-3.613,1,0.0958,0.0222,2.57E-06,0.117,0.686,152.277,0
outerspace,drive by music,2006,9,0.791,0.821,8,-5.299,0,0.246,0.242,0,0.11,0.582,90.98,0
casiotone for the painfully alone,nashville parthenon,2007,3,0.816,0.42,0,-10.829,1,0.109,0.00189,0.686,0.059,0.852,141.953,0
nick cave & the bad seeds,loverman,1994,4,0.279,0.49,5,-7.67,0,0.0371,0.000849,0.0602,0.433,0.389,138.823,0
roger clyne & the peacemakers,mile high and risin,2005,5,0.635,0.861,11,-4.593,1,0.0412,0.19,1.74E-06,0.17,0.857,148.918,0
precious bryant,when the saints go marching in,2002,1,0.53,0.297,9,-9.47,1,0.0401,0.912,0.000384,0.123,0.267,132.915,0
4 the cause,stand by me,2017,7,0.777,0.768,6,-9.845,0,0.0309,0.00324,0.000379,0.326,0.941,94.958,1
bon jovi,the radio saved my life tonight,2004,11,0.453,0.92,4,-5.256,1,0.0749,0.00129,0.0138,0.164,0.459,146.502,0
babyface,and our feelings,1993,8,0.741,0.592,4,-7.819,1,0.0298,0.138,0,0.224,0.27,128.137,1
mudhoney,it is us,2009,10,0.152,0.882,0,-3.035,1,0.0477,5.14E-06,0.864,0.488,0.446,150.977,0
b*witched,cest la vie,1999,2,0.693,0.938,7,-4.854,1,0.0296,0.104,0.000161,0.0685,0.913,108.986,1
naughty by nature,family tree,2002,3,0.852,0.718,11,-3.676,0,0.307,0.0582,0,0.167,0.207,92.036,0
bombay rockers,rock tha party,2005,5,0.831,0.728,8,-4.625,1,0.0459,0.0865,0,0.113,0.896,109.977,0
helmet,street crab,1994,1,0.354,0.754,9,-10.807,0,0.0572,0.00532,0.00938,0.104,0.353,140.629,0
korn,coming undone,2005,12,0.687,0.677,2,-4.172,1,0.0508,0.000658,0.000146,0.0564,0.546,75.052,1
humanzi,fix the cracks,2008,1,0.384,0.858,10,-3.807,1,0.0373,0.000184,0.318,0.0781,0.349,158.905,0
phil vassar,in a real love,2001,1,0.575,0.797,9,-5.2,1,0.0305,0.154,0,0.282,0.744,90.907,1
john mayall & the bluesbreakers,blues city shake down,2006,1,0.561,0.832,4,-5.014,1,0.0327,0.0215,0.933,0.333,0.854,133.053,0
taya wooden,mothers rastas,2009,8,0.651,0.136,1,-25.055,0,0.18,0.125,0.000484,0.0795,0.301,80.007,0
trentemoller,in progress (original mix),2009,1,0.724,0.697,9,-10.401,0,0.0502,0.00619,0.784,0.158,0.614,124.985,0
the fray,you found me,2009,1,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,1
dj guy,freak it all night,2009,10,0.757,0.894,1,-7.667,1,0.0477,0.119,0.685,0.0848,0.911,147.005,0
maxi priest,groovin in the midnight,2008,1,0.652,0.645,10,-8.482,0,0.0414,0.0401,2.29E-05,0.0739,0.555,92.945,1
faithless,salva mea,2015,10,0.609,0.629,10,-9.093,0,0.0465,0.00153,0.88,0.0803,0.121,128.007,0
collin raye,someone you used to know,1998,6,0.589,0.369,9,-11.477,1,0.0242,0.123,2.21E-06,0.114,0.295,98.997,1
sophie b. hawkins,i want you,1992,4,0.474,0.468,11,-11.424,1,0.0543,0.604,0.0399,0.0707,0.308,98.443,0
whitney houston,all the man that i need,1990,11,0.485,0.577,5,-9.98,0,0.0323,0.462,0,0.0486,0.286,150.888,1
luke bryan,what country is,2009,1,0.562,0.772,10,-4.068,1,0.0362,0.0932,0,0.0873,0.77,148.126,0
astarte,thorns of charon (pt. 2) - emerge from hades,2017,9,0.13,0.736,9,-3.245,0,0.129,1.39E-05,0.00136,0.136,0.088,143.448,0
mint condition,u send me swingin,1993,1,0.602,0.583,6,-5.886,0,0.0291,0.145,0,0.166,0.369,144.029,1
gloria estefan,heavens what i feel,1998,4,0.62,0.903,5,-5.045,1,0.0383,0.18,0,0.12,0.427,130.992,1
ashlee simpson,pieces of me,2004,1,0.5,0.802,2,-4.205,1,0.104,0.0535,0,0.103,0.739,174.039,1
vanessa daou,for anything,2018,4,0.595,0.326,7,-13.467,0,0.029,0.29,0.926,0.119,0.477,102.048,0
capleton,tour,2009,6,0.848,0.896,1,-3.871,0,0.323,0.223,0,0.229,0.758,129.147,1
lords of the underground,chief rocka,1993,1,0.89,0.716,1,-9.673,1,0.296,0.174,0.000589,0.0657,0.656,99.988,1
irma thomas,river is waiting,2008,1,0.431,0.586,3,-7.875,1,0.0304,0.632,0.000126,0.16,0.748,150.281,0
cristian castro,amor eterno,2005,1,0.551,0.81,0,-4.393,1,0.0254,0.0121,2.38E-06,0.0947,0.498,104.942,1
uriah heep,wake the sleeper,2011,3,0.204,0.992,10,-6.401,1,0.514,0.00346,0.00121,0.972,0.0368,128.354,0
goose,everybody,2006,9,0.722,0.824,11,-1.926,0,0.223,0.00144,0.011,0.324,0.215,129.99,0
toni braxton,let me show you the way (out),2002,11,0.62,0.755,6,-4.782,0,0.169,0.0362,0.000777,0.341,0.658,181.972,0
martina mcbride,how far,2012,10,0.473,0.59,6,-5.373,1,0.0298,0.359,0,0.101,0.334,140.191,1
zhane,hey mr. d.j.,2013,6,0.865,0.645,2,-6.939,1,0.071,0.0836,0.00117,0.109,0.89,101.313,1
dimmu borgir,the chosen legacy,2007,4,0.183,0.944,7,-3.516,0,0.11,6.88E-06,0.119,0.123,0.0993,149.864,0
valient thorr,problem solver,2006,7,0.519,0.896,4,-6.343,1,0.092,0.0109,2.66E-06,0.081,0.769,92.004,0
tim mcgraw,indian outlaw,1994,3,0.664,0.739,9,-7.229,1,0.0415,0.0364,4.99E-05,0.282,0.759,110.101,1
goldfish,tracy,2008,3,0.54,0.475,11,-6.949,0,0.0427,0.148,0.0272,0.145,0.0856,104.165,0
alicia keys,heartburn,2003,12,0.717,0.63,4,-9.109,1,0.365,0.218,0.00405,0.0378,0.839,119.846,0
liquid stranger,drop sacrifice,2007,11,0.721,0.53,1,-10.888,1,0.0352,0.00491,0.684,0.612,0.614,137.015,0
jazzy jeff & the fresh prince,im looking for the one (to be with me),1993,10,0.766,0.839,1,-3.338,1,0.173,0.00729,0,0.319,0.675,97.394,1
hubert kah,raketen,2014,10,0.688,0.859,2,-7.46,1,0.0513,0.0429,0.000327,0.0643,0.459,110.025,0
rachel portman,bridget,2008,1,0.0868,0.0277,4,-21.023,0,0.0419,0.966,0.74,0.123,0.037,66.352,0
gang starr,say your prayers,1991,1,0.858,0.246,0,-19.525,1,0.127,0.0237,0.00853,0.12,0.718,82.966,0
mary j. blige,all that i can say,1999,12,0.665,0.727,9,-7.324,0,0.0559,0.0102,0.00126,0.241,0.515,95.926,1
coldplay,one i love,2002,8,0.441,0.776,2,-6.661,1,0.0356,0.109,0.504,0.365,0.367,134.008,0
goodie mob,soul food,1995,11,0.927,0.495,4,-8.778,0,0.304,0.0689,8.62E-05,0.0826,0.618,96.372,1
sticky fingaz,oh my god,2000,1,0.704,0.815,1,-5.433,1,0.247,0.00756,2.06E-06,0.928,0.435,90.998,0
matt redman,facedown,2003,3,0.364,0.421,6,-7.716,1,0.0269,0.378,0,0.108,0.173,156.027,0
masta ace incorporated,sittin on chrome,1995,1,0.863,0.624,1,-10.79,1,0.229,0.00417,0.000836,0.324,0.558,91.069,1
rebecca lynn howard,forgive,2002,1,0.617,0.479,7,-5.635,1,0.0296,0.0364,0,0.1,0.191,134.303,1
faith hill,sunshine and summertime,2005,8,0.638,0.807,1,-6.489,1,0.032,0.0731,0,0.0594,0.778,118.997,1
nando lauria,o come all ye faithful,1995,1,0.143,0.204,10,-14.753,1,0.0318,0.917,0.664,0.148,0.0755,49.564,0
cheyenne kimball,hanging on,2006,7,0.573,0.934,5,-3.377,1,0.0372,0.0105,7.26E-05,0.318,0.544,118.773,1
natasha bedingfield,these words,2004,8,0.734,0.635,5,-7.03,1,0.0816,0.0322,0,0.0808,0.931,96.99,1
placebo,evalia,2016,2,0.589,0.555,6,-10.829,1,0.0357,0.0109,0.00194,0.683,0.6,97.739,0
casiotone for the painfully alone,dying batteries,2001,11,0.745,0.276,0,-17.224,1,0.119,0.996,0.697,0.143,0.341,77.468,0
paramore,crushcrushcrush,2007,6,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65E-05,0.0976,0.648,136.96,1
michelle branch,everywhere,2001,7,0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,1
stevie wonder,for your love,1995,3,0.683,0.541,2,-10.457,1,0.0367,0.0987,0,0.316,0.315,133.838,1
the dreamtree project,bliss,2007,7,0.622,0.42,9,-16.459,0,0.0322,0.557,0.589,0.0744,0.225,134.276,0
frederic galliano,nomades monades,1997,11,0.58,0.228,10,-20.47,0,0.1,0.467,0.715,0.353,0.136,82.01,0
jon secada,if you go,2001,1,0.631,0.813,7,-8.106,1,0.0337,0.0779,0,0.167,0.522,105.998,1
backstreet boys,inconsolable,2007,10,0.4,0.754,7,-3.899,1,0.0348,0.0186,0,0.316,0.231,160.031,1
alexandre desplat,meeting daisy,2008,1,0.265,0.069,2,-21.332,1,0.0311,0.993,0.888,0.109,0.036,79.579,0
rod stewart,the motown song,2008,11,0.654,0.837,9,-6.121,1,0.0455,0.155,0,0.113,0.778,116,1
t.i.,what you know,2006,3,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,1
breaking benjamin,breath,2006,1,0.351,0.869,5,-4.035,0,0.0509,0.00014,0.000206,0.0886,0.355,182.811,1
shamen,scientas,1992,9,0.43,0.457,2,-14.153,1,0.0314,0.00116,1.80E-05,0.202,0.0589,109.961,0
low millions,eleanor,2004,1,0.625,0.772,5,-5.919,1,0.0314,0.115,0,0.0899,0.539,113.042,0
joe lopez,me duele,2003,3,0.666,0.695,0,-6.382,1,0.109,0.477,0,0.128,0.865,161.966,0
pascal sangla,une petite pause,2010,2,0.536,0.272,9,-14.858,1,0.0281,0.511,0.873,0.0677,0.301,92.845,0
mims,cop it,2007,1,0.74,0.843,6,-3.877,1,0.376,0.267,0,0.102,0.868,90.232,0
tim wilson,uncle b.s. - 1963,1999,1,0.558,0.815,2,-10.491,1,0.911,0.823,0,0.882,0.609,80.167,0
sonora carruseles,la chola caderona,2015,7,0.646,0.909,5,-3.508,0,0.0331,0.384,0.127,0.355,0.754,95.942,0
klaus badelt,after the fire,2007,6,0.348,0.000549,7,-27.004,0,0.0617,0.995,0.967,0.0797,0.192,67.746,0
thrice,betrayal is a symptom,2002,2,0.377,0.965,8,-5.54,1,0.0879,0.000252,8.26E-06,0.0797,0.404,110.163,0
rishi rich,jaan - interlude,2006,7,0.811,0.442,8,-11.234,0,0.409,0.0666,1.65E-05,0.144,0.716,95.907,0
the black eyed peas,i gotta feeling,2009,1,0.741,0.748,0,-6.299,1,0.0264,0.0823,0,0.34,0.6,127.965,1
aaron watson,whiskey on the fire,2008,4,0.697,0.589,2,-8.199,1,0.0302,0.282,0,0.157,0.69,130.928,0
bebe winans,love thing,2002,1,0.465,0.576,1,-9.587,1,0.307,0.615,0,0.917,0.452,79.333,0
a tribe called quest,get a hold,1996,7,0.927,0.427,10,-8.304,0,0.391,0.0555,0.000692,0.241,0.652,95.23,0
photo atlas,red orange yellow,2007,1,0.259,0.852,9,-5.258,1,0.0829,0.000157,0.000164,0.134,0.441,167.684,0
foo fighters,next year,1999,11,0.415,0.865,7,-2.789,1,0.0379,0.00551,0.103,0.274,0.465,176.864,0
gavin rossdale,love remains the same,2012,1,0.406,0.632,4,-5.115,1,0.0344,0.236,0,0.18,0.109,149.258,1
loudon wainwright iii,human cannonball,1995,1,0.503,0.182,3,-14.824,1,0.0302,0.807,3.80E-05,0.0923,0.293,102.748,0
roger creager,the everclear song,1998,10,0.692,0.446,7,-11.01,1,0.0316,0.035,0,0.138,0.532,115.03,0
spinal tap,the majesty of rock,1992,1,0.514,0.949,9,-4.904,1,0.109,0.000487,0.0601,0.266,0.464,128.052,0
nia peeples,street of dreams,2011,1,0.753,0.628,0,-10.54,0,0.0466,0.00747,0.000123,0.263,0.94,110.516,1
p.o.d.,alive,2006,10,0.409,0.952,2,-3.761,0,0.0756,1.23E-05,0.000156,0.31,0.55,80.899,1
ace frehley,fractured quantum,2017,10,0.554,0.623,7,-10.558,1,0.0305,0.0179,0.895,0.489,0.439,134.972,0
tracy chapman,give me one reason,1995,10,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58E-06,0.108,0.602,100.22,1
depeche mode,only when i lose myself,1997,4,0.519,0.718,8,-7.267,0,0.0315,0.0498,0.000215,0.117,0.43,86.882,1
json,take a look,2005,5,0.554,0.781,1,-4.501,1,0.304,0.29,0,0.3,0.689,79.685,1
boondox,nothing to lose,2015,4,0.713,0.951,2,-6.248,1,0.0825,0.304,1.43E-06,0.68,0.515,100.004,0
marcus miller,outro duction,2005,3,0.761,0.463,9,-13.165,1,0.241,0.00585,0.858,0.135,0.0375,98,0
mario,how could you,2004,12,0.843,0.48,11,-7.031,0,0.143,0.0468,0,0.081,0.743,122.005,1
josh gracin,we werent crazy,2008,4,0.42,0.819,0,-2.557,1,0.0407,0.208,0,0.206,0.657,164.014,1
the black crowes,sting me,1992,1,0.552,0.972,0,-3.744,1,0.0584,0.0068,0,0.123,0.639,129.309,0
eric burdon,motorcycle girl,2004,4,0.747,0.675,2,-6.577,0,0.0386,0.45,8.49E-06,0.0715,0.684,146.068,0
for squirrels,superstar,1995,10,0.193,0.974,9,-4.842,1,0.0609,0.000285,0,0.145,0.639,162.597,0
george lopez,kids in the store,2003,6,0.386,0.736,10,-14.317,1,0.946,0.851,0,0.914,0.354,75.839,0
vanessa daou,smoke,2018,4,0.792,0.359,11,-15.514,1,0.0352,0.465,0.116,0.0879,0.332,123.092,0
philip bailey,silent night,1998,8,0.0982,0.283,7,-13.664,1,0.0343,0.926,0.000859,0.0941,0.147,77.606,0
vangelis,twilight,1990,1,0.212,0.0932,7,-25.532,0,0.0434,0.893,0.843,0.652,0.194,143.232,0
cherish,unappreciated,2006,1,0.735,0.521,7,-6.696,0,0.0876,0.0888,0,0.065,0.374,77.01,1
